frame,keypoint,x,y
132,5,1252,422
132,6,1377,446
132,7,1460,493
132,8,1085,633
132,9,1001,798
132,10,793,892
132,11,1126,633
132,12,1210,774
133,0,1377,469
133,1,1252,469
133,2,1252,516
133,3,1335,610
133,4,1460,586
133,5,1293,422
133,6,1335,375
133,7,1502,493
133,8,1085,633
133,9,1001,774
133,10,793,892
133,11,1085,633
133,12,960,774
133,13,793,868
134,0,1377,469
134,1,1252,469
134,2,1252,516
134,3,1335,610
134,4,1419,586
134,5,1293,422
134,6,1419,446
134,7,1502,493
134,8,1085,633
134,9,1001,774
134,10,834,868
134,11,1126,633
134,12,1252,751
135,0,1377,469
135,1,1293,469
135,2,1252,516
135,3,1335,633
135,4,1419,610
135,5,1293,422
135,6,1419,469
135,7,1419,446
135,8,1126,633
135,9,1043,774
135,10,834,868
135,11,1085,633
135,12,1252,751
135,13,834,868
136,0,1419,493
136,1,1293,469
136,2,1293,540
136,3,1335,633
136,4,1460,610
136,5,1293,446
136,6,1377,399
136,7,1377,375
136,8,1085,633
136,9,1043,774
136,10,834,868
136,11,1168,633
136,12,1252,751
137,0,1419,493
137,1,1293,469
137,2,1293,516
137,3,1335,610
137,4,1419,610
137,5,1293,446
137,6,1335,399
137,7,1377,375
137,8,1085,633
137,9,1043,774
137,10,876,868
137,11,1210,633
137,12,1293,657
137,13,1252,751
138,0,1419,469
138,1,1293,469
138,2,1293,516
138,3,1335,633
138,4,1460,610
138,5,1335,422
138,6,1419,469
138,7,1502,516
138,8,1126,633
138,9,1085,774
138,10,834,892
138,11,1210,633
138,12,1252,751
139,0,1419,469
139,1,1293,493
139,2,1293,540
139,3,1335,633
139,4,1460,610
139,5,1293,446
139,6,1377,375
139,7,1502,540
139,8,1126,633
139,9,1043,774
139,10,834,892
139,11,1126,633
139,12,1085,774
139,13,834,892
140,0,1419,469
140,1,1293,493
140,2,1293,516
140,3,1335,633
140,4,1460,610
140,5,1293,446
140,6,1419,446
140,7,1502,540
140,8,1126,633
140,9,1085,774
140,10,876,892
140,11,1168,633
140,12,1210,774
141,0,1419,446
141,1,1293,493
141,2,1293,516
141,3,1335,633
141,4,1502,610
141,5,1293,446
141,6,1377,399
141,7,1460,469
141,8,1126,633
141,9,1085,774
141,10,876,868
141,11,1126,633
141,12,1210,751
141,13,1502,540
142,0,1419,469
142,1,1293,493
142,2,1293,516
142,3,1335,633
142,4,1460,610
142,5,1293,446
142,6,1377,399
142,7,1460,469
142,8,1126,633
142,9,1085,774
142,10,876,892
142,11,1126,633
142,12,1293,751
142,13,1252,915
143,0,1419,469
143,1,1293,493
143,2,1293,516
143,3,1335,633
143,4,1460,610
143,5,1293,446
143,6,1377,399
143,7,1460,469
143,8,1126,633
143,9,1085,774
143,10,876,892
143,11,1126,610
143,12,1252,751
143,13,876,868
144,0,1460,469
144,1,1335,469
144,2,1293,540
144,3,1335,633
144,4,1460,610
144,5,1335,446
144,6,1377,399
144,7,1460,469
144,8,1126,633
144,9,1043,774
144,10,876,868
144,11,1168,633
144,12,1293,751
144,13,1252,915
145,0,1460,469
145,1,1335,493
145,2,1293,516
145,3,1335,633
145,4,1460,610
145,5,1335,446
145,6,1377,399
145,7,1460,469
145,8,1126,633
145,9,1043,774
145,10,876,892
145,11,1210,633
145,12,1293,751
145,13,1252,915
146,0,1460,469
146,1,1293,493
146,2,1335,540
146,3,1335,633
146,4,1460,610
146,5,1293,446
146,6,1377,399
146,7,1460,446
146,8,1126,633
146,9,1043,774
146,10,876,868
146,11,1126,633
146,12,1293,751
146,13,1252,915
147,0,1460,469
147,1,1335,469
147,2,1335,540
147,3,1335,633
147,4,1460,610
147,5,1335,446
147,6,1377,399
147,7,1460,446
147,8,1126,633
147,9,1085,774
147,10,834,892
147,11,1168,633
147,12,1293,751
147,13,1252,915
148,0,1460,469
148,1,1335,469
148,2,1335,540
148,3,1335,633
148,4,1460,610
148,5,1335,446
148,6,1377,399
148,7,1377,375
148,8,1126,633
148,9,1085,774
148,10,834,892
148,11,1126,633
148,12,1293,751
148,13,1252,915
149,0,1460,469
149,1,1335,469
149,2,1335,540
149,3,1335,633
149,4,1502,610
149,5,1335,446
149,6,1377,399
149,7,1460,446
149,8,1126,633
149,9,1085,774
149,10,834,892
149,11,1126,633
149,12,1293,751
149,13,1252,915
150,0,1460,469
150,1,1335,493
150,2,1335,540
150,3,1335,633
150,4,1460,610
150,5,1335,446
150,6,1377,399
150,7,1460,446
150,8,1168,633
150,9,1085,774
150,10,834,892
150,11,1168,633
150,12,1293,774
150,13,1252,915
151,0,1460,469
151,1,1335,493
151,2,1335,540
151,3,1335,633
151,4,1502,610
151,5,1335,446
151,6,1377,399
151,7,1460,446
151,8,1168,633
151,9,1085,774
151,10,876,892
151,11,1126,633
151,12,1293,774
151,13,1252,915
152,0,1419,469
152,1,1335,493
152,2,1335,540
152,3,1335,633
152,4,1460,610
152,5,1335,446
152,6,1377,399
152,7,1460,446
152,8,1126,657
152,9,1085,798
152,10,876,892
152,11,1126,633
152,12,1293,774
153,0,1419,469
153,1,1335,493
153,2,1335,540
153,3,1335,633
153,4,1460,610
153,5,1335,446
153,6,1377,399
153,7,1335,352
153,8,1168,657
153,9,1085,774
153,10,876,892
153,11,1126,633
153,12,1085,751
153,13,876,868
154,0,1419,469
154,1,1335,493
154,2,1335,540
154,3,1335,633
154,4,1460,633
154,5,1335,446
154,6,1377,399
154,7,1335,328
154,8,1168,657
154,9,1085,774
154,10,876,892
154,11,1126,633
154,12,1043,774
154,13,876,868
155,0,1419,469
155,1,1335,493
155,2,1335,540
155,3,1335,633
155,4,1460,633
155,5,1335,446
155,6,1377,399
155,7,1335,328
155,8,1168,657
155,9,1085,798
155,10,876,892
155,11,1126,633
155,12,1043,774
155,13,876,868
156,0,1419,469
156,1,1335,493
156,2,1335,540
156,3,1335,633
156,4,1419,633
156,5,1335,446
156,6,1377,399
156,7,1377,375
156,8,1126,657
156,9,1085,798
156,10,834,892
156,11,1210,657
156,12,1293,751
156,13,1252,915
157,0,1419,469
157,1,1335,493
157,2,1335,540
157,3,1335,633
157,4,1419,633
157,5,1335,446
157,6,1377,422
157,7,1419,399
157,8,1126,657
157,9,1085,798
157,10,834,892
157,11,1210,657
157,12,1335,751
157,13,1252,915
158,0,1419,469
158,1,1335,493
158,2,1335,540
158,3,1335,633
158,4,1419,633
158,5,1335,446
158,6,1377,399
158,7,1460,469
158,8,1126,657
158,9,1085,798
158,10,876,892
158,11,1210,657
158,12,1335,751
158,13,1252,915
159,0,1419,469
159,1,1335,493
159,2,1335,540
159,3,1335,633
159,4,1419,633
159,5,1335,446
159,6,1377,399
159,7,1460,469
159,8,1126,657
159,9,1043,774
159,10,876,892
159,11,1210,657
159,12,1335,774
159,13,1252,915
160,0,1460,469
160,1,1335,493
160,2,1335,540
160,3,1335,633
160,4,1419,633
160,5,1335,446
160,6,1377,399
160,7,1502,633
160,8,1126,657
160,9,1043,774
160,10,876,868
160,11,1210,657
160,12,1335,774
160,13,1252,915
161,0,1460,446
161,1,1335,469
161,2,1335,540
161,3,1335,633
161,4,1419,633
161,5,1335,446
161,6,1377,375
161,7,1377,352
161,8,1126,657
161,9,1043,774
161,10,876,892
161,11,1210,657
161,12,1335,751
161,13,1252,915
162,0,1460,469
162,1,1335,469
162,2,1335,540
162,3,1293,633
162,4,1419,633
162,5,1335,446
162,6,1377,375
162,7,1377,352
162,8,1126,657
162,9,1043,798
162,10,876,892
162,11,1210,657
162,12,1335,774
162,13,1252,915
163,0,1419,469
163,1,1335,469
163,2,1335,516
163,3,1335,633
163,4,1377,657
163,5,1335,422
163,6,1377,399
163,7,1502,563
163,8,1168,657
163,9,1335,751
163,10,1252,868
163,11,1126,633
163,12,1085,774
163,13,876,892
164,0,1460,469
164,1,1335,469
164,2,1293,516
164,3,1335,610
164,4,1419,633
164,5,1335,422
164,6,1460,469
164,7,1502,563
164,8,1168,633
164,9,1085,774
164,10,876,892
164,11,1210,657
164,12,1293,751
164,13,1252,868
165,0,1419,446
165,1,1293,469
165,2,1293,516
165,3,1335,610
165,4,1419,633
165,5,1335,422
165,6,1377,399
165,7,1502,563
165,8,1168,633
165,9,1085,774
165,10,876,892
165,11,1210,633
165,12,1293,751
165,13,1252,868
166,0,1419,446
166,1,1293,469
166,2,1293,493
166,3,1335,610
166,4,1419,610
166,5,1293,422
166,6,1377,399
166,7,1419,375
166,8,1168,633
166,9,1085,774
166,10,876,892
166,11,1210,633
166,12,1293,751
166,13,1252,868
167,0,1419,446
167,1,1293,469
167,2,1293,493
167,3,1335,610
167,4,1377,610
167,5,1293,422
167,6,1377,375
167,7,1377,352
167,8,1168,633
167,9,1085,774
167,10,876,892
167,11,1168,633
167,12,1335,751
167,13,1252,915
168,0,1419,422
168,1,1293,446
168,2,1293,493
168,3,1293,610
168,4,1377,633
168,5,1293,422
168,6,1335,352
168,7,1460,516
168,8,1168,633
168,9,1293,751
168,10,1252,868
168,11,1168,610
168,12,1085,774
169,0,1419,422
169,1,1293,446
169,2,1293,469
169,3,1293,586
169,4,1335,633
169,5,1293,422
169,6,1419,375
169,7,1419,352
169,8,1168,633
169,9,1085,774
169,10,918,892
169,11,1210,633
169,12,1293,751
169,13,1252,868
170,0,1377,399
170,1,1293,446
170,2,1293,469
170,3,1293,563
170,4,1252,610
170,5,1293,422
170,6,1335,375
170,7,1419,399
170,8,1168,610
170,9,1085,751
170,10,918,868
170,11,1210,610
170,12,1293,751
170,13,1252,868
171,0,1419,399
171,1,1293,446
171,2,1293,446
171,3,1252,563
171,4,1293,633
171,5,1293,422
171,8,1168,610
171,9,1085,751
171,10,918,892
171,11,1210,610
171,12,1293,751
171,13,1252,892
172,0,1377,375
172,1,1293,422
172,2,1293,446
172,3,1252,563
172,4,1293,657
172,5,1293,399
172,6,1293,328
172,7,1335,305
172,8,1168,610
172,9,1293,727
172,10,1252,868
172,11,1126,586
172,12,1126,704
172,13,1043,821
173,0,1377,375
173,1,1293,422
173,2,1293,446
173,3,1252,516
173,4,1252,586
173,5,1293,399
173,6,1293,328
173,7,1335,469
173,8,1168,610
173,9,1085,751
173,10,918,845
173,11,1210,610
173,12,1293,751
173,13,1252,915
174,0,1377,375
174,1,1252,422
174,2,1252,422
174,3,1252,563
174,4,1293,610
174,5,1252,399
174,6,1293,352
174,7,1335,516
174,8,1168,610
174,9,1293,751
174,10,1252,915
174,11,1126,586
174,12,1085,727
174,13,1001,845
175,0,1377,375
175,1,1252,399
175,2,1252,422
175,3,1210,563
175,4,1293,610
175,5,1252,399
175,7,1335,493
175,8,1168,610
175,9,1085,751
175,10,918,868
175,11,1168,610
175,12,1252,751
175,13,1252,915
176,0,1377,352
176,1,1252,399
176,2,1252,422
176,3,1210,540
176,4,1293,610
176,5,1252,375
176,7,1335,352
176,8,1168,610
176,9,1293,751
176,10,1252,915
176,11,1126,586
176,12,1085,774
176,13,918,868
177,0,1335,352
177,1,1252,399
177,2,1252,422
177,3,1210,540
177,4,1293,610
177,5,1252,375
177,7,1252,493
177,8,1168,610
177,9,1293,751
177,10,1252,915
177,11,1126,610
177,12,1085,751
177,13,918,868
178,0,1335,352
178,1,1252,399
178,2,1252,399
178,3,1210,540
178,4,1252,633
178,5,1252,375
178,7,1335,352
178,8,1168,610
178,9,1293,751
178,10,1252,892
178,11,1126,586
178,12,1085,751
178,13,876,868
179,0,1335,328
179,1,1210,399
179,2,1210,399
179,3,1210,540
179,4,1252,633
179,5,1252,375
179,8,1126,610
179,9,1252,751
179,10,1252,915
179,11,1126,610
179,12,1085,774
179,13,876,868
180,0,1335,328
180,1,1210,399
180,2,1210,399
180,3,1168,540
180,4,1252,633
180,5,1210,375
180,8,1126,610
180,9,1252,751
180,10,1252,915
180,11,1168,610
180,12,1335,704
180,13,1460,774
181,0,1335,328
181,1,1210,399
181,2,1210,399
181,3,1168,540
181,4,1210,633
181,5,1210,375
181,8,1126,610
181,9,1252,751
181,10,1252,892
181,11,1085,586
181,12,1085,774
181,13,876,892
182,0,1293,328
182,1,1168,375
182,2,1168,399
182,3,1168,516
182,4,1168,633
182,5,1210,375
182,8,1126,610
182,9,1252,751
182,10,1252,915
182,11,1085,610
182,12,1085,774
182,13,876,892
183,0,1293,328
183,1,1168,375
183,2,1168,399
183,3,1126,540
183,4,1168,633
183,5,1168,375
183,8,1126,610
183,9,1043,774
183,10,834,892
183,11,1126,610
183,12,1043,774
183,13,876,868
184,0,1252,328
184,1,1168,399
184,2,1168,399
184,3,1126,540
184,4,1168,657
184,5,1168,375
184,8,1085,610
184,9,1126,774
184,10,876,892
184,11,1085,610
184,12,1085,774
184,13,876,868
185,0,1252,305
185,1,1126,375
185,2,1126,399
185,3,1085,516
185,4,1126,633
185,5,1168,375
185,8,1085,610
185,9,1043,774
185,10,834,892
185,11,1126,610
185,12,1126,774
185,13,834,892
